externalid,segid,PROJ_GRP,year,LIN_FORECAST
3624,0096_006.2,Since 1994,2027,1504
3624,0096_006.2,Since 1994,2032,1686
3624,0096_006.2,Since 1994,2036,1832
3624,0096_006.2,Since 1994,2046,2196
3624,0096_006.2,Since 1994,2055,2523
3626,0089_296.0,Since 1994,1994,2019
3626,0089_296.0,Since 1994,2027,3302
3626,0089_296.0,Since 1994,2032,3497
3626,0089_296.0,Since 1994,2036,3652
3626,0089_296.0,Since 1994,2046,4041
3626,0089_296.0,Since 1994,2055,4391
3628,0015_233.2,Since 1994,1994,14405
3628,0015_233.2,Since 1994,2027,36437
3628,0015_233.2,Since 1994,2032,39775
3628,0015_233.2,Since 1994,2036,42446
3628,0015_233.2,Since 1994,2046,49122
3628,0015_233.2,Since 1994,2055,55131
3629,1826_004.9,Since 1994,1994,-2187
3629,1826_004.9,Since 1994,2027,4896
3629,1826_004.9,Since 1994,2032,5970
3629,1826_004.9,Since 1994,2036,6828
3629,1826_004.9,Since 1994,2046,8975
3629,1826_004.9,Since 1994,2055,10907
3601,1082_000.0,Since 1995,1995,253
3601,1082_000.0,Since 1995,2027,890
3601,1082_000.0,Since 1995,2032,989
3601,1082_000.0,Since 1995,2036,1069
3601,1082_000.0,Since 1995,2046,1268
3601,1082_000.0,Since 1995,2055,1447
3602,0013_006.5,Since 1995,1995,6138
3602,0013_006.5,Since 1995,2027,10248
3602,0013_006.5,Since 1995,2032,10890
3602,0013_006.5,Since 1995,2036,11403
3602,0013_006.5,Since 1995,2046,12687
3602,0013_006.5,Since 1995,2055,13843
3603,1112_000.0,Since 1995,1995,165
3603,1112_000.0,Since 1995,2027,1719
3603,1112_000.0,Since 1995,2032,1962
3603,1112_000.0,Since 1995,2036,2156
3603,1112_000.0,Since 1995,2046,2642
3603,1112_000.0,Since 1995,2055,3079
3604,0015_368.1,Since 1995,1995,20326
3604,0015_368.1,Since 1995,2027,29117
3604,0015_368.1,Since 1995,2032,30490
3604,0015_368.1,Since 1995,2036,31589
3604,0015_368.1,Since 1995,2046,34336
3604,0015_368.1,Since 1995,2055,36809
3605,0038_003.2,Since 1995,1995,3474
3605,0038_003.2,Since 1995,2027,2878
3605,0038_003.2,Since 1995,2032,2785
3605,0038_003.2,Since 1995,2036,2710
3605,0038_003.2,Since 1995,2046,2524
3605,0038_003.2,Since 1995,2055,2356
3606,0091_010.1,Since 1995,1995,12835
3606,0091_010.1,Since 1995,2027,21598
3606,0091_010.1,Since 1995,2032,22967
3606,0091_010.1,Since 1995,2036,24062
3606,0091_010.1,Since 1995,2046,26801
3606,0091_010.1,Since 1995,2055,29265
3607,3462_002.8,Since 1995,1995,3598
3607,3462_002.8,Since 1995,2027,1228
3607,3462_002.8,Since 1995,2032,858
3607,3462_002.8,Since 1995,2036,562
3607,3462_002.8,Since 1995,2046,-179
3607,3462_002.8,Since 1995,2055,-846
3608,0039_008.7,Since 1995,1995,7534
3608,0039_008.7,Since 1995,2027,8836
3608,0039_008.7,Since 1995,2032,9040
3608,0039_008.7,Since 1995,2036,9202
3608,0039_008.7,Since 1995,2046,9610
3608,0039_008.7,Since 1995,2055,9976
3609,0084_087.8,Since 1995,1995,7775
3609,0084_087.8,Since 1995,2027,26299
3609,0084_087.8,Since 1995,2032,29193
3609,0084_087.8,Since 1995,2036,31509
3609,0084_087.8,Since 1995,2046,37298
3609,0084_087.8,Since 1995,2055,42507
3612,0080_099.5,Since 1995,1995,26313
3612,0080_099.5,Since 1995,2027,51052
3612,0080_099.5,Since 1995,2032,54918
3612,0080_099.5,Since 1995,2036,58010
3612,0080_099.5,Since 1995,2046,65741
3612,0080_099.5,Since 1995,2055,72699
3612,0080_101.5,Since 1995,1995,26313
3612,0080_101.5,Since 1995,2027,51052
3612,0080_101.5,Since 1995,2032,54918
3612,0080_101.5,Since 1995,2036,58010
3612,0080_101.5,Since 1995,2046,65741
3612,0080_101.5,Since 1995,2055,72699
3613,0065_008.4,Since 1995,1995,731
3613,0065_008.4,Since 1995,2027,378
3613,0065_008.4,Since 1995,2032,323
3613,0065_008.4,Since 1995,2036,279
3613,0065_008.4,Since 1995,2046,169
3613,0065_008.4,Since 1995,2055,70
3614,0080_138.9,Since 1995,1995,35494
3614,0080_138.9,Since 1995,2027,62765
3614,0080_138.9,Since 1995,2032,67027
3614,0080_138.9,Since 1995,2036,70435
3614,0080_138.9,Since 1995,2046,78958
3614,0080_138.9,Since 1995,2055,86628
3615,0190_015.75,Since 1995,1995,4700
3615,0190_015.75,Since 1995,2027,935
3615,0190_015.75,Since 1995,2032,347
3615,0190_015.75,Since 1995,2036,-124
3615,0190_015.75,Since 1995,2046,-1301
3615,0190_015.75,Since 1995,2055,-2360
3616,1828_004.5,Since 1995,1995,405
3616,1828_004.5,Since 1995,2027,535
3616,1828_004.5,Since 1995,2032,556
3616,1828_004.5,Since 1995,2036,572
3616,1828_004.5,Since 1995,2046,613
3616,1828_004.5,Since 1995,2055,650
3617,0006_140.3,Since 1995,1995,1890
3617,0006_140.3,Since 1995,2027,910
3617,0006_140.3,Since 1995,2032,756
3617,0006_140.3,Since 1995,2036,634
3617,0006_140.3,Since 1995,2046,327
3617,0006_140.3,Since 1995,2055,52
3618,0073_015.5,Since 1995,1995,850
3618,0073_015.5,Since 1995,2027,2287
3618,0073_015.5,Since 1995,2032,2511
3618,0073_015.5,Since 1995,2036,2691
3618,0073_015.5,Since 1995,2046,3139
3618,0073_015.5,Since 1995,2055,3543
3620,0189_014.3,Since 1995,1995,7228
3620,0189_014.3,Since 1995,2027,13432
3620,0189_014.3,Since 1995,2032,14401
3620,0189_014.3,Since 1995,2036,15177
3620,0189_014.3,Since 1995,2046,17115
3620,0189_014.3,Since 1995,2055,18860
3623,0006_216.2,Since 1995,1995,5367
3623,0006_216.2,Since 1995,2027,10243
3623,0006_216.2,Since 1995,2032,11005
3623,0006_216.2,Since 1995,2036,11615
3623,0006_216.2,Since 1995,2046,13138
3623,0006_216.2,Since 1995,2055,14510
3624,0096_006.2,Since 1995,1995,303
3624,0096_006.2,Since 1995,2027,1531
3624,0096_006.2,Since 1995,2032,1723
3624,0096_006.2,Since 1995,2036,1877
3624,0096_006.2,Since 1995,2046,2260
3624,0096_006.2,Since 1995,2055,2606
3626,0089_296.0,Since 1995,1995,2088
3626,0089_296.0,Since 1995,2027,3281
3626,0089_296.0,Since 1995,2032,3467
3626,0089_296.0,Since 1995,2036,3616
3626,0089_296.0,Since 1995,2046,3989
3626,0089_296.0,Since 1995,2055,4325
3628,0015_233.2,Since 1995,1995,15152
3628,0015_233.2,Since 1995,2027,36380
3628,0015_233.2,Since 1995,2032,39697
3628,0015_233.2,Since 1995,2036,42351
3628,0015_233.2,Since 1995,2046,48985
3628,0015_233.2,Since 1995,2055,54955
3629,1826_004.9,Since 1995,1995,-1972
3629,1826_004.9,Since 1995,2027,4896
3629,1826_004.9,Since 1995,2032,5970
3629,1826_004.9,Since 1995,2036,6828
3629,1826_004.9,Since 1995,2046,8975
3629,1826_004.9,Since 1995,2055,10907
3601,1082_000.0,Since 1996,1996,273
3601,1082_000.0,Since 1996,2027,890
3601,1082_000.0,Since 1996,2032,989
3601,1082_000.0,Since 1996,2036,1069
3601,1082_000.0,Since 1996,2046,1268
3601,1082_000.0,Since 1996,2055,1447
3602,0013_006.5,Since 1996,1996,6115
3602,0013_006.5,Since 1996,2027,10357
3602,0013_006.5,Since 1996,2032,11041
3602,0013_006.5,Since 1996,2036,11589
3602,0013_006.5,Since 1996,2046,12957
3602,0013_006.5,Since 1996,2055,14189
3603,1112_000.0,Since 1996,1996,214
3603,1112_000.0,Since 1996,2027,1719
3603,1112_000.0,Since 1996,2032,1962
3603,1112_000.0,Since 1996,2036,2156
3603,1112_000.0,Since 1996,2046,2642
3603,1112_000.0,Since 1996,2055,3079
3604,0015_368.1,Since 1996,1996,20685
3604,0015_368.1,Since 1996,2027,29056
3604,0015_368.1,Since 1996,2032,30407
3604,0015_368.1,Since 1996,2036,31487
3604,0015_368.1,Since 1996,2046,34188
3604,0015_368.1,Since 1996,2055,36618
3605,0038_003.2,Since 1996,1996,3406
3605,0038_003.2,Since 1996,2027,2914
3605,0038_003.2,Since 1996,2032,2834
3605,0038_003.2,Since 1996,2036,2771
3605,0038_003.2,Since 1996,2046,2612
3605,0038_003.2,Since 1996,2055,2469
3606,0091_010.1,Since 1996,1996,13024
3606,0091_010.1,Since 1996,2027,21659
3606,0091_010.1,Since 1996,2032,23051
3606,0091_010.1,Since 1996,2036,24165
3606,0091_010.1,Since 1996,2046,26951
3606,0091_010.1,Since 1996,2055,29457
3607,3462_002.8,Since 1996,1996,3524
3607,3462_002.8,Since 1996,2027,1228
3607,3462_002.8,Since 1996,2032,858
3607,3462_002.8,Since 1996,2036,562
3607,3462_002.8,Since 1996,2046,-179
3607,3462_002.8,Since 1996,2055,-846
3608,0039_008.7,Since 1996,1996,7604
3608,0039_008.7,Since 1996,2027,8815
3608,0039_008.7,Since 1996,2032,9010
3608,0039_008.7,Since 1996,2036,9166
3608,0039_008.7,Since 1996,2046,9557
3608,0039_008.7,Since 1996,2055,9908
3609,0084_087.8,Since 1996,1996,8331
3609,0084_087.8,Since 1996,2027,26316
3609,0084_087.8,Since 1996,2032,29217
3609,0084_087.8,Since 1996,2036,31538
3609,0084_087.8,Since 1996,2046,37339
3609,0084_087.8,Since 1996,2055,42561
3612,0080_099.5,Since 1996,1996,27226
3612,0080_099.5,Since 1996,2027,50951
3612,0080_099.5,Since 1996,2032,54778
3612,0080_099.5,Since 1996,2036,57839
3612,0080_099.5,Since 1996,2046,65492
3612,0080_099.5,Since 1996,2055,72380
3612,0080_101.5,Since 1996,1996,27226
3612,0080_101.5,Since 1996,2027,50951
3612,0080_101.5,Since 1996,2032,54778
3612,0080_101.5,Since 1996,2036,57839
3612,0080_101.5,Since 1996,2046,65492
3612,0080_101.5,Since 1996,2055,72380
3613,0065_008.4,Since 1996,1996,743
3613,0065_008.4,Since 1996,2027,362
3613,0065_008.4,Since 1996,2032,301
3613,0065_008.4,Since 1996,2036,252
3613,0065_008.4,Since 1996,2046,129
3613,0065_008.4,Since 1996,2055,19
3614,0080_138.9,Since 1996,1996,36124
3614,0080_138.9,Since 1996,2027,62926
3614,0080_138.9,Since 1996,2032,67249
3614,0080_138.9,Since 1996,2036,70707
3614,0080_138.9,Since 1996,2046,79353
3614,0080_138.9,Since 1996,2055,87134
3615,0190_015.75,Since 1996,1996,4548
3615,0190_015.75,Since 1996,2027,960
3615,0190_015.75,Since 1996,2032,381
3615,0190_015.75,Since 1996,2036,-82
3615,0190_015.75,Since 1996,2046,-1240
3615,0190_015.75,Since 1996,2055,-2281
3616,1828_004.5,Since 1996,1996,409
3616,1828_004.5,Since 1996,2027,535
3616,1828_004.5,Since 1996,2032,556
3616,1828_004.5,Since 1996,2036,572
3616,1828_004.5,Since 1996,2046,613
3616,1828_004.5,Since 1996,2055,650
3617,0006_140.3,Since 1996,1996,1846
3617,0006_140.3,Since 1996,2027,919
3617,0006_140.3,Since 1996,2032,769
3617,0006_140.3,Since 1996,2036,650
3617,0006_140.3,Since 1996,2046,350
3617,0006_140.3,Since 1996,2055,81
3618,0073_015.5,Since 1996,1996,918
3618,0073_015.5,Since 1996,2027,2270
3618,0073_015.5,Since 1996,2032,2488
3618,0073_015.5,Since 1996,2036,2663
3618,0073_015.5,Since 1996,2046,3099
3618,0073_015.5,Since 1996,2055,3491
3620,0189_014.3,Since 1996,1996,7407
3620,0189_014.3,Since 1996,2027,13443
3620,0189_014.3,Since 1996,2032,14416
3620,0189_014.3,Since 1996,2036,15195
3620,0189_014.3,Since 1996,2046,17142
3620,0189_014.3,Since 1996,2055,18895
3623,0006_216.2,Since 1996,1996,5461
3623,0006_216.2,Since 1996,2027,10285
3623,0006_216.2,Since 1996,2032,11063
3623,0006_216.2,Since 1996,2036,11686
3623,0006_216.2,Since 1996,2046,13242
3623,0006_216.2,Since 1996,2055,14642
3624,0096_006.2,Since 1996,1996,298
3624,0096_006.2,Since 1996,2027,1563
3624,0096_006.2,Since 1996,2032,1767
3624,0096_006.2,Since 1996,2036,1930
3624,0096_006.2,Since 1996,2046,2338
3624,0096_006.2,Since 1996,2055,2706
3626,0089_296.0,Since 1996,1996,2141
3626,0089_296.0,Since 1996,2027,3270
3626,0089_296.0,Since 1996,2032,3452
3626,0089_296.0,Since 1996,2036,3597
3626,0089_296.0,Since 1996,2046,3962
3626,0089_296.0,Since 1996,2055,4289
3628,0015_233.2,Since 1996,1996,15907
3628,0015_233.2,Since 1996,2027,36314
3628,0015_233.2,Since 1996,2032,39606
3628,0015_233.2,Since 1996,2036,42239
3628,0015_233.2,Since 1996,2046,48822
3628,0015_233.2,Since 1996,2055,54746
3629,1826_004.9,Since 1996,1996,-1758
3629,1826_004.9,Since 1996,2027,4896
3629,1826_004.9,Since 1996,2032,5970
3629,1826_004.9,Since 1996,2036,6828
3629,1826_004.9,Since 1996,2046,8975
3629,1826_004.9,Since 1996,2055,10907
3601,1082_000.0,Since 1997,1997,293
3601,1082_000.0,Since 1997,2027,890
3601,1082_000.0,Since 1997,2032,989
3601,1082_000.0,Since 1997,2036,1069
3601,1082_000.0,Since 1997,2046,1268
3601,1082_000.0,Since 1997,2055,1447
3602,0013_006.5,Since 1997,1997,6091
3602,0013_006.5,Since 1997,2027,10475
3602,0013_006.5,Since 1997,2032,11205
3602,0013_006.5,Since 1997,2036,11790
3602,0013_006.5,Since 1997,2046,13251
3602,0013_006.5,Since 1997,2055,14566
3603,1112_000.0,Since 1997,1997,262
3603,1112_000.0,Since 1997,2027,1719
3603,1112_000.0,Since 1997,2032,1962
3603,1112_000.0,Since 1997,2036,2156
3603,1112_000.0,Since 1997,2046,2642
3603,1112_000.0,Since 1997,2055,3079
3604,0015_368.1,Since 1997,1997,21049
3604,0015_368.1,Since 1997,2027,28988
3604,0015_368.1,Since 1997,2032,30311
3604,0015_368.1,Since 1997,2036,31369
3604,0015_368.1,Since 1997,2046,34016
3604,0015_368.1,Since 1997,2055,36397
3605,0038_003.2,Since 1997,1997,3323
3605,0038_003.2,Since 1997,2027,2963
3605,0038_003.2,Since 1997,2032,2904
3605,0038_003.2,Since 1997,2036,2856
3605,0038_003.2,Since 1997,2046,2736
3605,0038_003.2,Since 1997,2055,2628
3606,0091_010.1,Since 1997,1997,13365
3606,0091_010.1,Since 1997,2027,21613
3606,0091_010.1,Since 1997,2032,22988
3606,0091_010.1,Since 1997,2036,24088
3606,0091_010.1,Since 1997,2046,26837
3606,0091_010.1,Since 1997,2055,29312
3607,3462_002.8,Since 1997,1997,3450
3607,3462_002.8,Since 1997,2027,1228
3607,3462_002.8,Since 1997,2032,858
3607,3462_002.8,Since 1997,2036,562
3607,3462_002.8,Since 1997,2046,-179
3607,3462_002.8,Since 1997,2055,-846
3608,0039_008.7,Since 1997,1997,7651
3608,0039_008.7,Since 1997,2027,8809
3608,0039_008.7,Since 1997,2032,9002
3608,0039_008.7,Since 1997,2036,9156
3608,0039_008.7,Since 1997,2046,9542
3608,0039_008.7,Since 1997,2055,9889
3609,0084_087.8,Since 1997,1997,8935
3609,0084_087.8,Since 1997,2027,26298
3609,0084_087.8,Since 1997,2032,29192
3609,0084_087.8,Since 1997,2036,31507
3609,0084_087.8,Since 1997,2046,37295
3609,0084_087.8,Since 1997,2055,42503
3612,0080_099.5,Since 1997,1997,28119
3612,0080_099.5,Since 1997,2027,50858
3612,0080_099.5,Since 1997,2032,54648
3612,0080_099.5,Since 1997,2036,57680
3612,0080_099.5,Since 1997,2046,65259
3612,0080_099.5,Since 1997,2055,72081
3612,0080_101.5,Since 1997,1997,28119
3612,0080_101.5,Since 1997,2027,50858
3612,0080_101.5,Since 1997,2032,54648
3612,0080_101.5,Since 1997,2036,57680
3612,0080_101.5,Since 1997,2046,65259
3612,0080_101.5,Since 1997,2055,72081
3613,0065_008.4,Since 1997,1997,751
3613,0065_008.4,Since 1997,2027,347
3613,0065_008.4,Since 1997,2032,279
3613,0065_008.4,Since 1997,2036,226
3613,0065_008.4,Since 1997,2046,91
3613,0065_008.4,Since 1997,2055,-31
3614,0080_138.9,Since 1997,1997,36831
3614,0080_138.9,Since 1997,2027,63041
3614,0080_138.9,Since 1997,2032,67410
3614,0080_138.9,Since 1997,2036,70905
3614,0080_138.9,Since 1997,2046,79641
3614,0080_138.9,Since 1997,2055,87505
3615,0190_015.75,Since 1997,1997,4332
3615,0190_015.75,Since 1997,2027,1032
3615,0190_015.75,Since 1997,2032,482
3615,0190_015.75,Since 1997,2036,42
3615,0190_015.75,Since 1997,2046,-1058
3615,0190_015.75,Since 1997,2055,-2048
3616,1828_004.5,Since 1997,1997,413
3616,1828_004.5,Since 1997,2027,535
3616,1828_004.5,Since 1997,2032,556
3616,1828_004.5,Since 1997,2036,572
3616,1828_004.5,Since 1997,2046,613
3616,1828_004.5,Since 1997,2055,650
3617,0006_140.3,Since 1997,1997,1789
3617,0006_140.3,Since 1997,2027,939
3617,0006_140.3,Since 1997,2032,798
3617,0006_140.3,Since 1997,2036,684
3617,0006_140.3,Since 1997,2046,401
3617,0006_140.3,Since 1997,2055,147
3618,0073_015.5,Since 1997,1997,996
3618,0073_015.5,Since 1997,2027,2245
3618,0073_015.5,Since 1997,2032,2454
3618,0073_015.5,Since 1997,2036,2620
3618,0073_015.5,Since 1997,2046,3037
3618,0073_015.5,Since 1997,2055,3412
3620,0189_014.3,Since 1997,1997,7547
3620,0189_014.3,Since 1997,2027,13483
3620,0189_014.3,Since 1997,2032,14472
3620,0189_014.3,Since 1997,2036,15264
3620,0189_014.3,Since 1997,2046,17242
3620,0189_014.3,Since 1997,2055,19023
3623,0006_216.2,Since 1997,1997,5572
3623,0006_216.2,Since 1997,2027,10318
3623,0006_216.2,Since 1997,2032,11109
3623,0006_216.2,Since 1997,2036,11742
3623,0006_216.2,Since 1997,2046,13324
3623,0006_216.2,Since 1997,2055,14748
3624,0096_006.2,Since 1997,1997,288
3624,0096_006.2,Since 1997,2027,1599
3624,0096_006.2,Since 1997,2032,1818
3624,0096_006.2,Since 1997,2036,1993
3624,0096_006.2,Since 1997,2046,2430
3624,0096_006.2,Since 1997,2055,2823
3626,0089_296.0,Since 1997,1997,2189
3626,0089_296.0,Since 1997,2027,3261
3626,0089_296.0,Since 1997,2032,3440
3626,0089_296.0,Since 1997,2036,3583
3626,0089_296.0,Since 1997,2046,3940
3626,0089_296.0,Since 1997,2055,4261
3628,0015_233.2,Since 1997,1997,16687
3628,0015_233.2,Since 1997,2027,36225
3628,0015_233.2,Since 1997,2032,39482
3628,0015_233.2,Since 1997,2036,42087
3628,0015_233.2,Since 1997,2046,48599
3628,0015_233.2,Since 1997,2055,54461
3629,1826_004.9,Since 1997,1997,-1543
3629,1826_004.9,Since 1997,2027,4896
3629,1826_004.9,Since 1997,2032,5970
3629,1826_004.9,Since 1997,2036,6828
3629,1826_004.9,Since 1997,2046,8975
3629,1826_004.9,Since 1997,2055,10907
3601,1082_000.0,Since 1998,1998,313
3601,1082_000.0,Since 1998,2027,890
3601,1082_000.0,Since 1998,2032,989
3601,1082_000.0,Since 1998,2036,1069
3601,1082_000.0,Since 1998,2046,1268
3601,1082_000.0,Since 1998,2055,1447
3602,0013_006.5,Since 1998,1998,6022
3602,0013_006.5,Since 1998,2027,10633
3602,0013_006.5,Since 1998,2032,11428
3602,0013_006.5,Since 1998,2036,12064
3602,0013_006.5,Since 1998,2046,13654
3602,0013_006.5,Since 1998,2055,15085
3603,1112_000.0,Since 1998,1998,311
3603,1112_000.0,Since 1998,2027,1719
3603,1112_000.0,Since 1998,2032,1962
3603,1112_000.0,Since 1998,2036,2156
3603,1112_000.0,Since 1998,2046,2642
3603,1112_000.0,Since 1998,2055,3079
3604,0015_368.1,Since 1998,1998,21373
3604,0015_368.1,Since 1998,2027,28944
3604,0015_368.1,Since 1998,2032,30249
3604,0015_368.1,Since 1998,2036,31294
3604,0015_368.1,Since 1998,2046,33905
3604,0015_368.1,Since 1998,2055,36254
3605,0038_003.2,Since 1998,1998,3213
3605,0038_003.2,Since 1998,2027,3036
3605,0038_003.2,Since 1998,2032,3006
3605,0038_003.2,Since 1998,2036,2981
3605,0038_003.2,Since 1998,2046,2920
3605,0038_003.2,Since 1998,2055,2865
3606,0091_010.1,Since 1998,1998,13628
3606,0091_010.1,Since 1998,2027,21622
3606,0091_010.1,Since 1998,2032,23001
3606,0091_010.1,Since 1998,2036,24103
3606,0091_010.1,Since 1998,2046,26860
3606,0091_010.1,Since 1998,2055,29341
3607,3462_002.8,Since 1998,1998,3376
3607,3462_002.8,Since 1998,2027,1228
3607,3462_002.8,Since 1998,2032,858
3607,3462_002.8,Since 1998,2036,562
3607,3462_002.8,Since 1998,2046,-179
3607,3462_002.8,Since 1998,2055,-846
3608,0039_008.7,Since 1998,1998,7723
3608,0039_008.7,Since 1998,2027,8784
3608,0039_008.7,Since 1998,2032,8967
3608,0039_008.7,Since 1998,2036,9114
3608,0039_008.7,Since 1998,2046,9479
3608,0039_008.7,Since 1998,2055,9809
3609,0084_087.8,Since 1998,1998,9592
3609,0084_087.8,Since 1998,2027,26241
3609,0084_087.8,Since 1998,2032,29111
3609,0084_087.8,Since 1998,2036,31407
3609,0084_087.8,Since 1998,2046,37148
3609,0084_087.8,Since 1998,2055,42315
3612,0080_099.5,Since 1998,1998,28847
3612,0080_099.5,Since 1998,2027,50880
3612,0080_099.5,Since 1998,2032,54679
3612,0080_099.5,Since 1998,2036,57718
3612,0080_099.5,Since 1998,2046,65316
3612,0080_099.5,Since 1998,2055,72154
3612,0080_101.5,Since 1998,1998,28847
3612,0080_101.5,Since 1998,2027,50880
3612,0080_101.5,Since 1998,2032,54679
3612,0080_101.5,Since 1998,2036,57718
3612,0080_101.5,Since 1998,2046,65316
3612,0080_101.5,Since 1998,2055,72154
3613,0065_008.4,Since 1998,1998,758
3613,0065_008.4,Since 1998,2027,332
3613,0065_008.4,Since 1998,2032,259
3613,0065_008.4,Since 1998,2036,200
3613,0065_008.4,Since 1998,2046,54
3613,0065_008.4,Since 1998,2055,-78
3614,0080_138.9,Since 1998,1998,37345
3614,0080_138.9,Since 1998,2027,63307
3614,0080_138.9,Since 1998,2032,67783
3614,0080_138.9,Since 1998,2036,71364
3614,0080_138.9,Since 1998,2046,80317
3614,0080_138.9,Since 1998,2055,88374
3615,0190_015.75,Since 1998,1998,4115
3615,0190_015.75,Since 1998,2027,1112
3615,0190_015.75,Since 1998,2032,594
3615,0190_015.75,Since 1998,2036,180
3615,0190_015.75,Since 1998,2046,-856
3615,0190_015.75,Since 1998,2055,-1788
3616,1828_004.5,Since 1998,1998,417
3616,1828_004.5,Since 1998,2027,535
3616,1828_004.5,Since 1998,2032,556
3616,1828_004.5,Since 1998,2036,572
3616,1828_004.5,Since 1998,2046,613
3616,1828_004.5,Since 1998,2055,650
3617,0006_140.3,Since 1998,1998,1718
3617,0006_140.3,Since 1998,2027,971
3617,0006_140.3,Since 1998,2032,842
3617,0006_140.3,Since 1998,2036,739
3617,0006_140.3,Since 1998,2046,481
3617,0006_140.3,Since 1998,2055,249
3618,0073_015.5,Since 1998,1998,1080
3618,0073_015.5,Since 1998,2027,2214
3618,0073_015.5,Since 1998,2032,2410
3618,0073_015.5,Since 1998,2036,2566
3618,0073_015.5,Since 1998,2046,2957
3618,0073_015.5,Since 1998,2055,3309
3620,0189_014.3,Since 1998,1998,7739
3620,0189_014.3,Since 1998,2027,13487
3620,0189_014.3,Since 1998,2032,14477
3620,0189_014.3,Since 1998,2036,15270
3620,0189_014.3,Since 1998,2046,17252
3620,0189_014.3,Since 1998,2055,19035
3623,0006_216.2,Since 1998,1998,5664
3623,0006_216.2,Since 1998,2027,10367
3623,0006_216.2,Since 1998,2032,11178
3623,0006_216.2,Since 1998,2036,11826
3623,0006_216.2,Since 1998,2046,13448
3623,0006_216.2,Since 1998,2055,14907
3624,0096_006.2,Since 1998,1998,275
3624,0096_006.2,Since 1998,2027,1642
3624,0096_006.2,Since 1998,2032,1877
3624,0096_006.2,Since 1998,2036,2066
3624,0096_006.2,Since 1998,2046,2537
3624,0096_006.2,Since 1998,2055,2961
3626,0089_296.0,Since 1998,1998,2230
3626,0089_296.0,Since 1998,2027,3257
3626,0089_296.0,Since 1998,2032,3434
3626,0089_296.0,Since 1998,2036,3576
3626,0089_296.0,Since 1998,2046,3930
3626,0089_296.0,Since 1998,2055,4249
3628,0015_233.2,Since 1998,1998,17446
3628,0015_233.2,Since 1998,2027,36145
3628,0015_233.2,Since 1998,2032,39369
3628,0015_233.2,Since 1998,2036,41948
3628,0015_233.2,Since 1998,2046,48396
